3247.56,0
3247.58,0
3249,0
3249,0
3251.73,0
3251.83,0
3252.18,0
3252.2,0
3253.22,0
3253.32,0
3253.57,0
3254.22,0
3254.23,0
3254.25,0
3254.25,0
3254.43,0
3254.54,0
3253.62,0
3253.61,0
3254.31,0
3254.54,0
3254.54,0
3254.54,0
3256.28,0
3256.53,0
3255.4,0
3255.39,0
3253.59,0
3257.01,0
3256.28,0
3256.27,0
3256.51,0
3256.62,0
3256.62,0
3257.02,0
3257.02,0
3257.02,0
3257.02,0
3259.37,0
3259.7,0
3260.07,0
3260.24,0
3260.26,0
3260.26,0
3260.26,0
3259.36,0
3256.77,0
3255.93,0
3255.42,0
3255.38,0
3255.48,0
3254.63,0
3254.63,0
3254.61,0
3254.61,0
3254.61,0
3254.6,0
3254.6,0
3254.6,0
3254.61,0
3254.6,0
3254.61,0
3254.61,0
3254.61,0
3254.61,0
3254.61,0
3254.61,0
3254.61,0
3254.61,0
3254.61,0
3254.6,0
3254.6,0
3254.6,0
3253.79,0
3252.21,0
3252.21,0
3252.21,0
3252.08,0
3252.09,0
3251.38,0
3251.67,0
3251.66,0
3251.8,0
3251.68,0
3251.68,0
3251.7,0
3250.86,0
3251.58,0
3251.72,0
3250.74,0
3250.73,0
3250.45,0
3250.44,0
3248.6,0
3250.45,0
3250.46,0
3250.33,0
3250.32,0
3250.46,0
3251.09,0
3252,0
3251.99,0
3252,0
3252,0
3253.81,0
3254.14,0
3251.85,0
3251.56,0
3251.55,0
3251.55,0
3251.26,0
3251.25,0
3251.26,0
3250.46,0
3250.46,0
3250.46,0
3250.46,0
3250.46,0
3250.46,0
3250.45,0
3248.9,0
3248.9,0
3248.9,0
3248.9,0
3247.07,0
3247.45,0
3247.02,0
3247.41,0
3247.04,0
3247.04,0
3247.03,0
3247.02,0
3247.56,0
3247.54,0
3248.81,0
3248.68,0
3248.65,0
3248.42,0
3248.07,0
3248.07,0
3249,0
3247.75,0
3248.33,0
3249,0
3249,0
3249,0
3249,0
3249,0
3249,0
3249,0
3249.56,0
3250.46,0
3250.46,0
3250.47,0
3249.97,0
3250.46,0
3250.47,0
3250.47,0
3250.47,0
3250.47,0
3250.47,0
3250.47,0
3253.9,0
3253.91,0
3254.21,0
3254.58,0
3250.58,0
3250.58,0
3250.58,0
3250.58,0
3250.58,0
3250.58,0
3250.58,0
3251.12,0
3251.17,0
3249.06,0
3248.19,0
3248.18,0
3249.98,0
3249.99,0
3251.45,0
3251.46,0
3251.04,0
3249.83,0
3250.86,0
3250.86,0
3251,0
3250.99,0
3250.99,0
3250.99,0
3250.99,0
3250.99,0
3250.99,0
3250.99,0
3250.99,0
3251,0
3251,0
3251,0
3251,0
3251,0
3251.69,0
3252.91,0
3253.5,0
3253.98,0
3254.08,0
3253.96,0
3254.11,0
3254.11,0
3254.12,0
3254.4,0
3254.47,0
3254.48,0
3251.5,0
3251.34,0
3251.33,0
3252.57,0
3251.98,0
3251.98,0
3251.1,0
3252.7,0
3252.69,0
3252.7,0
3252.69,0
3252.69,0
3252.69,0
3252.69,0
3252.69,0
3252.69,0
3252.69,0
3252.69,0
3252.5,0
3252.5,0
3248.11,0
3248.11,0
3248.1,0
3248.1,0
3248.1,0
3248.1,0
3247.02,0
3247.02,0
3247.02,0
3247.02,0
3245.57,0
3245,0
3244.45,0
3245.28,0
3245.27,0
3245.27,0
3245.27,0
3245.23,0
3245.29,0
3245.04,0
3245.04,0
3246.93,0
3242.6,0
3242.59,0
3242.59,0
3242.59,0
3242.59,0
3242.59,0
3242.59,0
3242.59,0
3242.59,0
3242.43,0
3242.42,0
3242.42,0
3242.18,0
3242.18,0
3242.18,0
3242.18,0
3246.07,0
3246.15,0
3245.83,0
3245.83,0
3242.01,0
3242,0
3242,0
3241.17,0
3240.99,0
3240.8,0
3240.79,0
3240.81,0
3240.81,0
3240.92,0
3242.99,0
3243,0
3242.99,0
3243,0
3244.82,0
3244.99,0
3245.07,0
3242.99,0
3242.99,0
3245.04,0
3245.04,0
3244.58,0
3244.57,0
3245.08,0
3245.52,0
3245.61,0
3245.61,0
3246.21,0
3246.21,0
3246.21,0
3246.6,0
3247.02,0
3247.02,0
3248.46,0
3248.42,0
3248.08,0
3248.08,0
3248.08,0
3248.08,0
3248.08,0
3248.08,0
3248.45,0
3248.45,0
3248.45,0
3248.45,0
3248.46,0
3248.46,0
3249.99,0
3249.99,0
3249.99,0
3250.7,0
3251.75,0
3251.75,0
3251.76,0
3251.76,0
3251.75,0
3251.76,0
3251.76,0
3251.76,0
3252,0
3251.59,0
3251.6,0
3251.99,0
3252,0
3251.66,0
3251.62,0
3251.62,0
3251.63,0
3251.62,0
3251.62,0
3251.62,0
3250.2,0
3250.2,0
3249.46,0
3249.46,0
3249.46,0
3248.91,0
3248.91,0
3248.95,0
3248.95,0
3248.9,0
3248.9,0
3248.9,0
3248.9,0
3248.9,0
3248.9,0
3248.9,0
3248.51,0
3248.1,0
3248.91,0
3248.91,0
3249.32,0
3249.71,0
3248.22,0
3248.08,0
3248.08,0
3248.08,0
3245.59,0
3245.52,0
3246.54,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.22,0
3246.55,0
3247.45,0
3247.67,0
3247.42,0
3246.9,0
3246.89,0
3246.89,0
3245.72,0
3246.05,0
3245.25,0
3244.76,0
3244.76,0
3244.42,0
3244.34,0
3244.33,0
3244.37,0
3244.38,0
3244.37,0
3244.37,0
3244.37,0
3244.37,0
3244.37,0
3244.37,0
3242.76,0
3240.82,0
3240.83,0
3240.79,0
3240.71,0
3240.37,0
3240.37,0
3240.37,0
3240.37,0
3240.37,0
3240.37,0
3240.37,0
3240.35,0
3240.28,0
3240.28,0
3240.28,0
3240.28,0
3240.28,0
3240,0
3240,0
3239.3,0
3239.22,0
3239,0
3239,0
3238.54,0
3237.46,0
3237.18,0
3237.16,0
3237.02,0
3237,0
3236.81,0
3236.37,0
3236.37,0
3236.36,0
3235.98,0
3235.78,0
3235.75,0
3235.75,0
3235.75,0
3235.75,0
3235.75,0
3235.75,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3236.38,0
3235.75,0
3235.75,0
3239.01,0
3236.75,0
3236.67,0
3237.36,0
3237.36,0
3237.88,0
3238.15,0
3240.72,0
3240.73,0
3240.73,0
3240.73,0
3240.73,0
3240.73,0
3241.89,0
3241.95,0
3243.49,0
3244,0
3244,0
3244,0
3243.43,0
3244.39,0
3243.63,0
3243.63,0
3243.63,0
3243.63,0
3244.54,0
3245.25,0
3244.89,0
3244.72,0
3244.72,0
3244.72,0
3244.72,0
3244.72,0
3244.72,0
3244.72,0
3244.72,0
3245.25,0
3246,0
3247.1,0
3247.39,0
3247.39,0
3247.39,0
3247.37,0
3247.39,0
3247.36,0
